Name,Date,legal form,Industry,Country
"
Pfalzwerke Neue Energie Oberndorf ","
30.09.2014",Limited partnership,Energy,Germany
"
Pfalzwerke Neue Energie Kindenheim","
20.06.2016",Limited partnership,Energy,Germany
"
Pieper öko Energie GmbH & Co. KG
b","
19.07.2018",Limited partnership,Energy,Germany
"
Plütscheider Erneuerbare Energie G","
27.05.2022",Limited partnership,Energy,Germany
"
Pohlen Energie GmbH & Co. KG
b)
Ge","
11.01.2019",Limited partnership,Energy,Germany
"
Pollozek Grüne Energie GmbH & Co. ","
25.07.2022",Limited partnership,Energy,Germany
"
Popp Energie GmbH & Co. KG
b)
Watt","
02.07.2018",Limited partnership,Energy,Germany
"
Port Mukran Energie GmbH & Co. KG
","
25.02.2021",Limited partnership,Energy,Germany
"
Prae-Energie GmbH & Co. KG
b)
Schw","
29.06.2016",Limited partnership,Energy,Germany
"
Pro Energie GmbH & Co. KG
b)
Passa","
15.12.2015",Limited partnership,Energy,Germany
"
Prolignis HolzEnergieWerk Ingolsta","
25.07.2019",Limited partnership,Energy,Germany
"
Q3 ENERGIE GmbH & Co. KG
b)
Sitz v","
03.04.2018",Limited partnership,Energy,Germany
"
Qmax Energie GmbH & Co. KG
b)
Itzg","
17.08.2021",Limited partnership,Energy,Germany
"
RB Energie GmbH & Co. KG
b)
Faßber","
08.12.2022",Limited partnership,Energy,Germany
"
RCS Erneuerbare Energie GmbH & Co.","
31.07.2020",Limited partnership,Energy,Germany
"
REB Regenerative Energien Berlin G","
18.12.2017",Limited partnership,Energy,Germany
"
RS Energie & Service KG
b)
Hauneta","
12.05.2021",Limited partnership,Energy,Germany
"
RS Energie GmbH & Co. KG
b)
Oldenb","
31.01.2019",Limited partnership,Energy,Germany
"
RS ProEnergie GmbH & Co. KG
b)
Amb","
25.11.2019",Limited partnership,Energy,Germany
"
RST Sonnen Energie GmbH & Co. KG
b","
07.10.2021",Limited partnership,Energy,Germany
"
RWE Neuland Erneuerbare Energien G","
08.05.2023",Limited partnership,Energy,Germany
"
Rakelbusch & Harting Energie GmbH ","
24.11.2022",Limited partnership,Energy,Germany
"
Ratzeburg Energie 1 GmbH & Co. KG
","
30.11.2022",Limited partnership,Energy,Germany
"
Ratzeburg Energie 2 GmbH & Co. KG
","
30.11.2022",Limited partnership,Energy,Germany
"
ReSa Energie und Bauconsulting UG ","
10.05.2023",Limited partnership,Energy,Germany
"
Regenerative Energie - THC I GmbH ","
06.05.2020",Limited partnership,Energy,Germany
"
Regnerative Energie Hungen GmbH & ","
29.11.2022",Limited partnership,Energy,Germany
"
Regenerative Energien Ernersdorf U","
22.04.2022",Limited partnership,Energy,Germany
"
Regenerative Energien Grischow Gmb","
05.10.2016",Limited partnership,Energy,Germany
"
Regenerative Energien Nordpol GmbH","
14.11.2022",Limited partnership,Energy,Germany
"
RegioEnergie GmbH & Co. KG
b)
Mark","
18.04.2017",Limited partnership,Energy,Germany
"
OneSolar Energiepark Weiherhäuser ","
24.10.2019",Limited partnership,Energy,Germany
"
Reismann-Schürmann Immobilien und ","
03.04.2020",Limited partnership,Energy,Germany
"
Rhein-Ahr-Energie GmbH & Co. KG
b)","
21.10.2014",Limited partnership,Energy,Germany
"
Rhein-Ahr-Energie Netz GmbH & Co. ","
22.08.2018",Limited partnership,Energy,Germany
"
Ridder Energie GmbH & Co KG
b)
Ham","
16.12.2022",Limited partnership,Energy,Germany
"
Riepl Energie GmbH & Co. KG
b)
Erd","
17.10.2014",Limited partnership,Energy,Germany
"
Roes Forst Energie GmbH & Co. KG
b","
26.03.2015",Limited partnership,Energy,Germany
"
Rohlfs Energie UG (haftungsbeschrä","
07.12.2017",Limited partnership,Energy,Germany
"
DGS Roth GmbH & Co. KG
b)
Bubsheim","
08.08.2016",Limited partnership,Energy,Germany
"
Ruhrtal NaturEnergie GmbH & Co. KG","
13.03.2023",Limited partnership,Energy,Germany
"
S & F Energie OHG
b)
Lengede
Gesch","
27.10.2022",Limited partnership,Energy,Germany
"
SEM Solar Energie Mittelrhein GmbH","
27.04.2022",Limited partnership,Energy,Germany
"
SOLAR-X Deutsche Energie Immobilie","
22.05.2018",Limited partnership,Energy,Germany
"
SOLES Solar Energie Systeme GmbH &","
23.04.2021",Limited partnership,Energy,Germany
"
Beucherlinger Solarenergie GmbH & ","
22.01.2020",Limited partnership,Energy,Germany
"
STADEL Energie & Gebäudetechnik Gm","
20.06.2022",Limited partnership,Energy,Germany
"
Chalkomedusa Grundstücksverwaltung","
18.12.2019",Limited partnership,Energy,Germany
"
SWM Erneuerbare Energien Skandinav","
26.07.2016",Limited partnership,Energy,Germany
"
Sandering Energie GmbH & Co. KG
b)","
02.09.2021",Limited partnership,Energy,Germany
"
Saubere Energie KG
b)
Haiming
Gesc","
11.12.2014",Limited partnership,Energy,Germany
"
Schapfl Energie- und Immobilien KG","
13.09.2016",Limited partnership,Energy,Germany
"
Schlichting Energie GmbH & Co. KG
","
15.09.2020",Limited partnership,Energy,Germany
"
Schmalzhaf Energie GmbH & Co. KG
b","
02.03.2016",Limited partnership,Energy,Germany
"
Schmees Energie- und Gebäudetechni","
21.05.2015",Limited partnership,Energy,Germany
"
Schmid Energie KG
b)
Blaufelden
Ge","
10.07.2023",Limited partnership,Energy,Germany
"
Schmidbaur Energie Stiftung & Co. ","
07.04.2016",Limited partnership,Energy,Germany
"
Schmidt Energie GmbH & Co. KG
b)
A","
09.12.2021",Limited partnership,Energy,Germany
"
Schmidt Energie GmbH & Co. KG
b)
W","
28.04.2023",Limited partnership,Energy,Germany
"
Schöller Energie Holding GmbH & Co","
19.02.2019",Limited partnership,Energy,Germany
"
Sciolla Erneuerbare Energien No I ","
23.10.2018",Limited partnership,Energy,Germany
"
Sciolla Erneuerbare Energien No IV","
23.10.2018",Limited partnership,Energy,Germany
"
Sciolla Erneuerbare Energien No V ","
23.10.2018",Limited partnership,Energy,Germany
"
Sciolla Erneuerbare Energien No VI","
23.10.2018",Limited partnership,Energy,Germany
"
Senne Energie HHKW GmbH & Co. KG
b","
22.08.2016",Limited partnership,Energy,Germany
"
Siebert Energie 18 GmbH & Co. KG
b","
12.12.2018",Limited partnership,Energy,Germany
"
Siegfried Kern Energie GmbH & Co. ","
21.01.2021",Limited partnership,Energy,Germany
"
Siemen & Krusen Bio-Energie GmbH u","
07.09.2018",Limited partnership,Energy,Germany
"
Siepe Energie GmbH & Co. KG
b)
Hal","
16.11.2022",Limited partnership,Energy,Germany
"
Sievers Energie GmbH & Co. KG
b)
B","
22.09.2016",Limited partnership,Energy,Germany
"
Simply Energie GmbH & Co KG
b)
Her","
29.05.2017",Limited partnership,Energy,Germany
"
SkyPower Energie GmbH & Co. KG
b)
","
08.06.2017",Limited partnership,Energy,Germany
"
Smart Energy Invest III GmbH & Co.","
13.10.2020",Limited partnership,Energy,Germany
"
Sohle Energie GmbH & Co. KG
b)
Twi","
10.02.2015",Limited partnership,Energy,Germany
"
SolNet Solarportfolio 3 GmbH & Co.","
15.12.2022",Limited partnership,Energy,Germany
"
SolNet Solarportfolio 4 GmbH & Co.","
09.02.2023",Limited partnership,Energy,Germany
"
Solar Energie Worms GmbH & Co. KG
","
27.10.2020",Limited partnership,Energy,Germany
"
Solar-Energie Gemünden GmbH & Co. ","
Jeder pers",Limited partnership,Energy,Germany
"
SolarEnergie Allgäu GmbH & Co. KG
","
12.09.2022",Limited partnership,Energy,Germany
"
Solaris1 GmbH & Co. KG
b)
Sulzfeld","
23.02.2021",Limited partnership,Energy,Germany
"
Solparc Energy SPV 10 GmbH & Co. K","
22.03.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 13 GmbH & Co. K","
11.07.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 14 GmbH & Co. K","
27.06.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 15 GmbH & Co. K","
27.06.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 16 GmbH & Co. K","
27.06.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 17 GmbH & Co. K","
27.06.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 18 GmbH & Co. K","
27.06.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 5 GmbH & Co. KG","
13.01.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 6 GmbH & Co. KG","
09.01.2023",Limited partnership,Energy,Germany
"
Solparc Energy SPV 9 GmbH & Co. KG","
13.04.2023",Limited partnership,Energy,Germany
"
Sonnen Energie Birkhof GmbH & Co. ","
28.04.2023",Limited partnership,Energy,Germany
"
Sonnenbrüder klimaneutrale Energie","
29.12.2020",Limited partnership,Energy,Germany
"
EGPD TH1 GmbH & Co. KG
b)
Crailshe","
17.08.2018",Limited partnership,Energy,Germany
"
Sonnenfuchs klimaneutrale Energien","
19.06.2019",Limited partnership,Energy,Germany
"
Düsseltools Maschinen und Werkzeug","
26.11.2014",Limited partnership,Energy,Germany
"
Sonnensöhne klimaneutrale Energien","
09.12.2019",Limited partnership,Energy,Germany
"
Speed-Com Fernmeldebau & Energie G","
11.12.2018",Limited partnership,Energy,Germany
"
Stadler Energie GmbH & Co. KG
b)
B","
14.06.2022",Limited partnership,Energy,Germany
"
Stadtwerke Gronau Erneuerbare Ener","
20.06.2018",Limited partnership,Energy,Germany
"
Stadtwerke Kalkar Erneuerbare Ener","
11.10.2017",Limited partnership,Energy,Germany
"
Bisher: ""Solarkraftwerk Heegwald G","
20.07.2023",Limited partnership,Energy,Germany
"
Stahl Windenergie WEA 257 GmbH & C","
30.03.2017",Limited partnership,Energy,Germany
"
Stahl Windenergie WEA 258 GmbH & C","
29.03.2017",Limited partnership,Energy,Germany
"
Steinbock Energie GmbH & Co.KG
b)
","
02.12.2014",Limited partnership,Energy,Germany
"
Stern Energietechnik GmbH & Co. KG","
12.02.2016",Limited partnership,Energy,Germany
"
Stichter Energie & Technik GmbH & ","
16.12.2020",Limited partnership,Energy,Germany
"
Storck Energie- und Versorgungsser","
09.01.2019",Limited partnership,Energy,Germany
"
Stratega Energie GmbH & Co. KG
b)
","
29.10.2014",Limited partnership,Energy,Germany
"
Strehlhof Energie GmbH & Co KG
b)
","
25.03.2022",Limited partnership,Energy,Germany
"
Strobl Regionale Trockenprodukte G","
28.08.2015",Limited partnership,Energy,Germany
"
Stöffler Energie KG
b)
Epfendorf
G","
05.03.2018",Limited partnership,Energy,Germany
"
Suiter Energie GmbH & Co. KG
b)
Sc","
31.03.2022",Limited partnership,Energy,Germany
"
Sunplify Energies GmbH & Co. KG
b)","
21.06.2023",Limited partnership,Energy,Germany
"
Süwag Grüne Energien und Wasser AG","
24.06.2019",Limited partnership,Energy,Germany
"
T.P. Regenerative Energien II GmbH","
11.04.2016",Limited partnership,Energy,Germany
"
T.P. Regenerative Energien III Gmb","
18.11.2022",Limited partnership,Energy,Germany
"
T.P. Regenerative Energien IV GmbH","
30.11.2022",Limited partnership,Energy,Germany
"
T.P. Regenerative Energien V GmbH ","
25.11.2022",Limited partnership,Energy,Germany
"
TCP Energies GmbH & Co. KG
b)
Jena","
30.11.2016",Limited partnership,Energy,Germany
"
TEK Tapken Energie Konzepte GmbH &","
03.05.2022",Limited partnership,Energy,Germany
"
TIV Trendinvest GmbH & Co. BioEner","
08.01.2015",Limited partnership,Energy,Germany
"
TOP Energie Vertrieb UG
(haftungsb","
30.06.2020",Limited partnership,Energy,Germany
"
TRP Energie GmbH & Co. KG
b)
Neuma","
31.08.2022",Limited partnership,Energy,Germany
"
Thüga Erneuerbare Energien GmbH & ","
02.02.2017",Limited partnership,Energy,Germany
"
Tiefbau für Energie und Daten Hann","
19.09.2019",Limited partnership,Energy,Germany
"
Traserfelder Energie UG (haftungsb","
14.03.2022",Limited partnership,Energy,Germany
"
Trend Energietechnik GmbH & Co. KG","
17.02.2021",Limited partnership,Energy,Germany
"
Trianel Erneuerbare Energien GmbH ","
02.09.2015",Limited partnership,Energy,Germany
"
Firma geändert, bisher: ""ENERGIE
E","
19.01.2016",Limited partnership,Energy,Germany
"
UDI Energie FESTZINS 11 GmbH & Co.","
30.03.2021",Limited partnership,Energy,Germany
"
UDI Energie FESTZINS 12 GmbH & Co.","
30.03.2021",Limited partnership,Energy,Germany
"
UDI Energie FESTZINS 14 GmbH & Co.","
07.04.2021",Limited partnership,Energy,Germany
"
UDI Energie Festzins III GmbH & Co","
13.04.2021",Limited partnership,Energy,Germany
"
UDI Energie Festzins VI GmbH & Co.","
16.04.2021",Limited partnership,Energy,Germany
"
UDI Energie FESTZINS VII GmbH & Co","
29.03.2021",Limited partnership,Energy,Germany
"
UDI Energie FESTZINS VIII GmbH & C","
24.03.2021",Limited partnership,Energy,Germany
"
UDI Energie Festzins IV GmbH & Co.","
07.04.2021",Limited partnership,Energy,Germany
"
UGE Altentreptow Nordost GmbH & Co","
27.03.2023",Limited partnership,Energy,Germany
"
UGE Am Kesterberg GmbH & Co. KG
Um","
31.08.2020",Limited partnership,Energy,Germany
"
UGE Barkow Drei GmbH & Co. KG
Umwe","
09.03.2020",Limited partnership,Energy,Germany
"
UGE Barkow GmbH & Co. KG
Umweltger","
09.03.2020",Limited partnership,Energy,Germany
"
UGE Barkow Zwei GmbH & Co. KG
Umwe","
09.03.2020",Limited partnership,Energy,Germany
"
UGE Barnstorf GmbH & Co. KG
Umwelt","
01.11.2022",Limited partnership,Energy,Germany
"
UGE Bartow GmbH & Co. KG
Umweltger","
24.03.2023",Limited partnership,Energy,Germany
"
UGE Beerwalde GmbH & Co. KG
Umwelt","
03.11.2022",Limited partnership,Energy,Germany
"
UGE Bergen Eins GmbH & Co. KG
Umwe","
16.08.2022",Limited partnership,Energy,Germany
"
UGE Boizenburg GmbH & Co. KG
Umwel","
29.06.2020",Limited partnership,Energy,Germany
"
UGE Boizenburg Zwei GmbH & Co. KG
","
07.04.2021",Limited partnership,Energy,Germany
"
UGE Bronkow Nord Drei GmbH & Co. K","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Bronkow Nord Eins GmbH & Co. K","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Bronkow Nord Zwei GmbH & Co. K","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Burow Eins GmbH & Co. KG
Umwel","
01.12.2022",Limited partnership,Energy,Germany
"
UGE Burow Zwei GmbH & Co. KG
Umwel","
03.11.2022",Limited partnership,Energy,Germany
"
UGE Crussow Eins GmbH & Co. KG
Umw","
03.11.2022",Limited partnership,Energy,Germany
"
UGE Crussow Zwei GmbH & Co. KG
Umw","
11.07.2023",Limited partnership,Energy,Germany
"
UGE Drasenbeck GmbH & Co. KG
Umwel","
07.02.2023",Limited partnership,Energy,Germany
"
UGE Drosa-Kleeste GmbH & Co. KG
Um","
19.11.2019",Limited partnership,Energy,Germany
"
UGE Duben-West Eins GmbH & Co. KG
","
16.08.2022",Limited partnership,Energy,Germany
"
UGE Everswinkel GmbH & Co. KG
Umwe","
26.03.2021",Limited partnership,Energy,Germany
"
UGE Farnstädt Eins GmbH & Co. KG
U","
13.02.2023",Limited partnership,Energy,Germany
"
UGE Fehrenbötel GmbH & Co. KG
Umwe","
08.12.2021",Limited partnership,Energy,Germany
"
UGE Friedersdorf GmbH & Co. KG
Umw","
07.12.2021",Limited partnership,Energy,Germany
"
UGE Gersdorf GmbH & Co. KG
Umweltg","
07.02.2023",Limited partnership,Energy,Germany
"
UGE Gischow Eins GmbH & Co. KG
Umw","
03.11.2022",Limited partnership,Energy,Germany
"
UGE Gischow Zwei GmbH & Co. KG
Umw","
03.11.2022",Limited partnership,Energy,Germany
"
UGE Goddin GmbH & Co. KG
Umweltger","
01.06.2021",Limited partnership,Energy,Germany
"
UGE Großbahren Drei GmbH & Co. KG
","
19.06.2023",Limited partnership,Energy,Germany
"
UGE Großbahren Eins GmbH & Co. KG
","
23.06.2023",Limited partnership,Energy,Germany
"
UGE Großbahren Zwei GmbH & Co. KG
","
19.06.2023",Limited partnership,Energy,Germany
"
UGE Großneuhausen GmbH & Co. KG
Um","
02.07.2020",Limited partnership,Energy,Germany
"
UGE Großneuhausen Zwei GmbH & Co. ","
01.11.2022",Limited partnership,Energy,Germany
"
UGE Grunow GmbH & Co. KG
Umweltger","
01.11.2022",Limited partnership,Energy,Germany
"
UGE Guhlsdorf Eins GmbH & Co. KG
U","
15.09.2020",Limited partnership,Energy,Germany
"
UGE Göllnitz-West Drei GmbH & Co. ","
17.12.2019",Limited partnership,Energy,Germany
"
UGE Göllnitz-West Eins GmbH & Co. ","
06.12.2019",Limited partnership,Energy,Germany
"
UGE Göllnitz-West Vier GmbH & Co. ","
08.12.2021",Limited partnership,Energy,Germany
"
UGE Göllnitz-West Zwei GmbH & Co. ","
06.12.2019",Limited partnership,Energy,Germany
"
UGE Görke GmbH & Co. KG Umweltgere","
10.11.2022",Limited partnership,Energy,Germany
"
UGE Halenbeck-Süd Eins GmbH & Co. ","
26.03.2021",Limited partnership,Energy,Germany
"
UGE Halenbeck-Süd Zwei GmbH & Co. ","
16.06.2023",Limited partnership,Energy,Germany
"
UGE Hartmannsdorf Eins GmbH & Co. ","
02.07.2020",Limited partnership,Energy,Germany
"
UGE Herzberg Drei GmbH & Co. KG
Um","
08.12.2021",Limited partnership,Energy,Germany
"
UGE Herzberg Eins GmbH & Co. KG
Um","
25.03.2021",Limited partnership,Energy,Germany
"
UGE Herzberg Vier GmbH & Co. KG
Um","
14.04.2023",Limited partnership,Energy,Germany
"
UGE Herzberg Zwei GmbH & Co. KG
Um","
25.03.2021",Limited partnership,Energy,Germany
"
UGE Hinsdorf GmbH & Co. KG
Umweltg","
08.02.2023",Limited partnership,Energy,Germany
"
UGE Hombressen Eins GmbH & Co. KG
","
05.09.2022",Limited partnership,Energy,Germany
"
UGE Hombressen Zwei GmbH & Co. KG
","
08.09.2022",Limited partnership,Energy,Germany
"
UGE Hövelhof-Westerloh GmbH & Co. ","
18.04.2023",Limited partnership,Energy,Germany
"
UGE Ihlow Drei GmbH & Co. KG
Umwel","
03.07.2023",Limited partnership,Energy,Germany
"
UGE Ihlow Eins GmbH & Co. KG
Umwel","
03.07.2020",Limited partnership,Energy,Germany
"
UGE Ihlow Zwei GmbH & Co. KG
Umwel","
07.12.2021",Limited partnership,Energy,Germany
"
UGE Jamlitz GmbH & Co. KG
Umweltge","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Jersleben GmbH & Co. KG
Umwelt","
01.11.2022",Limited partnership,Energy,Germany
"
UGE Karche Eins GmbH & Co. KG
Umwe","
26.03.2021",Limited partnership,Energy,Germany
"
UGE Kemmen Drei GmbH & Co. KG
Umwe","
07.02.2023",Limited partnership,Energy,Germany
"
UGE Kemmen Eins GmbH & Co. KG
Umwe","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Kemmen Vier GmbH & Co. KG
Umwe","
03.02.2023",Limited partnership,Energy,Germany
"
UGE Kemmen Zwei GmbH & Co. KG
Umwe","
07.02.2023",Limited partnership,Energy,Germany
"
UGE Klein Dammerow Eins GmbH & Co.","
26.03.2021",Limited partnership,Energy,Germany
"
UGE Klein Dammerow Zwei GmbH & Co.","
30.03.2023",Limited partnership,Energy,Germany
"
UGE Klein Leine Nord Vier GmbH & C","
10.02.2020",Limited partnership,Energy,Germany
"
UGE Kleinow Eins GmbH & Co. KG
Umw","
03.07.2020",Limited partnership,Energy,Germany
"
UGE Kleinpaschleben-Drosa GmbH & C","
25.05.2022",Limited partnership,Energy,Germany
"
UGE Parchim Acht GmbH & Co. KG
Umw","
03.11.2022",Limited partnership,Energy,Germany
"
UGE Parchim Vier GmbH & Co. KG
Umw","
15.03.2021",Limited partnership,Energy,Germany
"
UGE Pritzwalk GmbH & Co. KG
Umwelt","
11.07.2023",Limited partnership,Energy,Germany
"
UGE Proschim GmbH & Co. KG
Umweltg","
03.12.2019",Limited partnership,Energy,Germany
"
UGE Radinkendorf GmbH & Co. KG
Umw","
01.07.2021",Limited partnership,Energy,Germany
"
UGE Rambeel Eins GmbH & Co. KG
Umw","
30.03.2023",Limited partnership,Energy,Germany
"
UGE Rambeel Zwei GmbH & Co. KG
Umw","
29.03.2023",Limited partnership,Energy,Germany
"
UGE Rapshagen GmbH & Co. KG
Umwelt","
26.05.2021",Limited partnership,Energy,Germany
"
UGE Rehain Drei GmbH & Co. KG
Umwe","
01.02.2023",Limited partnership,Energy,Germany
"
UGE Rehain Zwei GmbH & Co. KG
Umwe","
01.02.2023",Limited partnership,Energy,Germany
"
UGE Reher Eins GmbH & Co. KG
Umwel","
14.12.2021",Limited partnership,Energy,Germany
"
UGE Rehfeld Drei GmbH & Co. KG
Umw","
03.12.2019",Limited partnership,Energy,Germany
"
UGE Rollshausen GmbH & Co. KG
Umwe","
02.07.2020",Limited partnership,Energy,Germany
"
UGE Rosenmoor Eins GmbH & Co. KG
U","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Rosenmoor Zwei GmbH & Co. KG
U","
06.02.2023",Limited partnership,Energy,Germany
"
UGE Sagar GmbH & Co. KG Umweltgere","
17.05.2023",Limited partnership,Energy,Germany
"
UGE Sankt Hülfer Bruch GmbH & Co. ","
11.03.2022",Limited partnership,Energy,Germany
"
UGE Schenkendorf Drei GmbH & Co. K","
24.03.2023",Limited partnership,Energy,Germany
"
UGE Schenkendorf Eins GmbH & Co. K","
30.03.2023",Limited partnership,Energy,Germany
"
UGE Schenkendorf Vier GmbH & Co. K","
24.03.2023",Limited partnership,Energy,Germany
"
UGE Schenkendorf Zwei GmbH & Co. K","
30.03.2023",Limited partnership,Energy,Germany
"
UGE Schwarzfeld Eins GmbH & Co. KG","
29.03.2023",Limited partnership,Energy,Germany
"
UGE Schwarzfeld Zwei GmbH & Co. KG","
29.03.2023",Limited partnership,Energy,Germany
"
100 % Renewable Energies GmbH & Co","
16.03.2021",Limited partnership,Energy,Germany
"
3. Erneuerbare Energien Teetzleben","
23.02.2016",Limited partnership,Energy,Germany
"
3.DGS Energie Projekt UG
(haftungs","
08.01.2020",Limited partnership,Energy,Germany
"
4. Erneuerbare Energien Teetzleben","
17.06.2016",Limited partnership,Energy,Germany
"
Bisher: ""1. DGS Denkmal Projekt UG","
20.01.2020",Limited partnership,Energy,Germany
"
5.DGS Energie Projekt UG
(haftungs","
01.07.2021",Limited partnership,Energy,Germany
"
6. Erneuerbare Energien Teetzleben","
17.06.2016",Limited partnership,Energy,Germany
"
A & B Energie GmbH & Co KG
b)
Müns","
21.02.2018",Limited partnership,Energy,Germany
"
A. K. Agrar + Energie GmbH & Co. K","
27.09.2023",Limited partnership,Energy,Germany
"
ACTANOL Energie GmbH & Co. KG
b)
P","
27.07.2023",Limited partnership,Energy,Germany
"
AE AlternativeEnergienRhein-Erft G","
01.07.2021",Limited partnership,Energy,Germany
"
ALTEC ENERGIE Beratungsge-
sellsch","
02.03.2021",Limited partnership,Energy,Germany
"
ASVK Vierte Energie GmbH & Co. KG
","
17.12.2020",Limited partnership,Energy,Germany
"
Agri-Energie GmbH & Co. KG
b)
Korn","
08.04.2016",Limited partnership,Energy,Germany
"
Allenbach Energie GmbH & Co. KG
b)","
14.07.2023",Limited partnership,Energy,Germany
"
Am Schafhaus Energie GmbH & Co. KG","
09.06.2022",Limited partnership,Energy,Germany
"
Ammpharos Energie GmbH & Co. KG
b)","
30.12.2021",Limited partnership,Energy,Germany
"
Andreas Ignatzi Energie UG
(haftun","
12.05.2021",Limited partnership,Energy,Germany
"
B & M Energie GmbH & Co. KG
b)
Pre","
25.11.2022",Limited partnership,Energy,Germany
"
B + V Energie Consulting GmbH & Co","
23.06.2020",Limited partnership,Energy,Germany
"
BBS Energie GmbH & Co. KG
b)
Fries","
07.11.2016",Limited partnership,Energy,Germany
"
Auetal Energie UG (haftungsbeschrä","
08.09.2021",Limited partnership,Energy,Germany
"
BREU-ENERGIE UG (haftungsbeschränk","
03.07.2023",Limited partnership,Energy,Germany
"
BRSG Energie GmbH & Co. KG
b)
Meng","
25.07.2022",Limited partnership,Energy,Germany
"
BRW Energie GmbH & Co. KG
b)
Moosb","
15.12.2020",Limited partnership,Energy,Germany
"
BSZ - Energie GmbH & Co. KG
b)
Vöh","
18.07.2023",Limited partnership,Energy,Germany
"
Bio Energie WM GmbH & Co. KG
b)
Ov","
09.02.2023",Limited partnership,Energy,Germany
"
Mark Lindhorst Energie GmbH & Co. ","
28.12.2022",Limited partnership,Energy,Germany
"
Meyer Energie GmbH & Co. KG
 
b)
S","
09.02.2022",Limited partnership,Energy,Germany
"
Milvio Energy 13 GmbH & Co. KG
b)
","
19.06.2023",Limited partnership,Energy,Germany
"
Mitteldeutsche Erneuerbare Energie","
04.06.2018",Limited partnership,Energy,Germany
"
Möller - Heim und Energie GmbH & C","
16.10.2018",Limited partnership,Energy,Germany
"
Münch Energie Akademie GmbH & Co.K","
29.04.2022",Limited partnership,Energy,Germany
"
N+E Neue Energien GmbH & Co. KG
b)","
09.04.2021",Limited partnership,Energy,Germany
"
N+W Energie Unterelbe GmbH &
Co. K","
16.02.2021",Limited partnership,Energy,Germany
"
Youco K19-P-38 Vorrats-GmbH & Co. ","
28.03.2019",Limited partnership,Energy,Germany
"
Nahwerk-Energie GmbH & Co. KG
b)
W","
04.06.2019",Limited partnership,Energy,Germany
"
Natur Energie Pur GmbH & Co. KG
b)","
09.08.2023",Limited partnership,Energy,Germany
"
Natur-Energie GmbH & Co. Wehrbleck","
21.09.2016",Limited partnership,Energy,Germany
"
Natur-Energie-Technik GmbH & Co. K","
03.01.2020",Limited partnership,Energy,Germany
"
Neo Energie Aviation GmbH & Co. KG","
25.08.2021",Limited partnership,Energy,Germany
"
Nero Energie 1 GmbH & Co. KG
b)
Ot","
04.12.2019",Limited partnership,Energy,Germany
"
Nero Energie 4 GmbH & Co. KG
b)
Ot","
01.04.2020",Limited partnership,Energy,Germany
"
Neue Energie Harz GmbH & Co. KG
b)","
16.11.2022",Limited partnership,Energy,Germany
"
Neue Energie Kulmbach GmbH & Co. K","
26.01.2021",Limited partnership,Energy,Germany
"
Neue Energie Kulmbach II GmbH & Co","
10.05.2022",Limited partnership,Energy,Germany
"
Neue Energie Rüssingen-Marnheim Gm","
06.07.2018",Limited partnership,Energy,Germany
"
Neue Energie Billigheim GmbH & Co.","
29.07.2021",Limited partnership,Energy,Germany
"
Neue Energie Wolfstein GmbH & Co. ","
08.01.2021",Limited partnership,Energy,Germany
"
Neue Energien Karbach GmbH & Co. K","
24.09.2021",Limited partnership,Energy,Germany
"
Neuenstadter Energie GmbH & Co. KG","
20.04.2023",Limited partnership,Energy,Germany
"
Norddeutsche Energie GmbH & Co.
Ka","
13.04.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 40 G","
25.07.2017",Limited partnership,Energy,Germany
"
Bürgerenergie Windpark am Rottholz","
27.09.2018",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 15 G","
26.02.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 31 G","
16.11.2016",Limited partnership,Energy,Germany
"
Windpark Wansleben GmbH & Co. KG
b","
04.06.2020",Limited partnership,Energy,Germany
"
Bürgerenergie Windpark Landgraben ","
18.09.2018",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 16 G","
04.03.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 18 G","
03.05.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 17 G","
03.05.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 19 G","
04.05.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 24 G","
28.07.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 25 G","
07.10.2016",Limited partnership,Energy,Germany
"
Norddeutsche Energie Windpark 28 G","
15.11.2016",Limited partnership,Energy,Germany
