CVR-nummer/REG-nummer,Startdato,Ophørsdato,Navn,Adresse,Postnr.,By,Virksomhedsform,Hovedbranche,Telefonnr,Email,Reklamebeskyttet
20738839,1998-02-13,2021-06-23,MULSTRUP VINDMØLLELAUG I/S,"C/O Tom Larsen, C/O Tom Larsen - Atterup Vænge 4 - 4293 Dianalund",4293,Dianalund,Interessentskab,351100 Produktion af elektricitet,,,Ja
20214198,1997-07-01,2008-12-31,I/S JØRN OG POUL OUTZEN,Skansen 8 - Ellum - 6240 Løgumkloster,6240,Løgumkloster,Interessentskab,351100 Produktion af elektricitet,,,Nej
37837830,2016-06-24,2018-12-30,Vindmølle Hyllerup I/S,Byhøjvej 11 - 4200 Slagelse,4200,Slagelse,Interessentskab,351100 Produktion af elektricitet,,,Ja
99929057,1986-01-01,2008-12-31,I/S ULLERSLEV MØLLELAUG,"C/O Kasserer Jens Solvang, C/O Kasserer Jens Solvang - Svendborgvej 1 - 5540 Ullerslev",5540,Ullerslev,Interessentskab,351100 Produktion af elektricitet,,,Nej
39579596,2018-05-15,2023-06-30,Tågholm Biogas I/S,"C/O Michael T. Sangild, C/O Michael T. Sangild - Tågholmvej 2 - Tågholm - 6230 Rødekro",6230,Rødekro,Interessentskab,351100 Produktion af elektricitet,,,Ja
21633046,1999-03-22,2012-05-31,KAMTRUP VINDMØLLELAUG I/S,"C/O Tage Gammelgaard, C/O Tage Gammelgaard - Nymark 11 - Hygummark - 6630 Rødding",6630,Rødding,Interessentskab,351100 Produktion af elektricitet,,,Nej
31404746,2008-05-13,2009-03-31,Lem Kær Vindmøllelaug I/S,"C/O Revisionsfirma Ole Vestergaard, C/O Revisionsfirma Ole Vestergaard - Bakkevænget 16 - 8990 Fårup",8990,Fårup,Interessentskab,351100 Produktion af elektricitet,,,Nej
31404517,2008-05-13,2013-06-30,Hanstholm Havn Vindmøllelaug I/S,"C/O Revisionsfirmaet Ole Vestergaard, C/O Revisionsfirmaet Ole Vestergaard - Bakkevænget 16 - 8990 Fårup",8990,Fårup,Interessentskab,351100 Produktion af elektricitet,,,Nej
19854175,1997-02-17,2008-09-15,FJALTRING VINDMØLLELAUG I/S,"C/O Flemming Andersen, C/O Flemming Andersen - Mollerupvej 8 - Trans - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,,Nej
21106631,1998-08-01,2008-06-30,VEJBALLE MØLLELAUG I/S,"C/O KASSERER TORBEN HOLSTE, C/O KASSERER TORBEN HOLSTE - Langballevænget 70 - 8320 Mårslet",8320,Mårslet,Interessentskab,351100 Produktion af elektricitet,,,Nej
34861668,2013-01-01,2013-01-01,KFU Commerce I/S,Lejrevej 3 - 4320 Lejre,4320,Lejre,Interessentskab,351100 Produktion af elektricitet,,,Nej
25296125,2000-05-01,2017-08-08,Ørsted Vindmøllelaug I/S V/Jørn Fallesen,Svanevej 7 - 6500 Vojens,6500,Vojens,Interessentskab,351100 Produktion af elektricitet,,,Nej
25240049,2000-04-01,2015-12-31,Ny Alstrup 99 Møllelaug I/S,"C/O Lisbeth Gade, C/O Lisbeth Gade - Alstrupvej 97 - Alstrup - 9700 Brønderslev",9700,Brønderslev,Interessentskab,351100 Produktion af elektricitet,,,Nej
32026699,2008-01-01,2009-11-01,I/S PP Mølleinvest,Skovvejen 11 - 8000 Århus C,8000,Århus C,Interessentskab,351100 Produktion af elektricitet,,,Nej
33337442,2011-01-01,2020-09-30,Brorstrup Vind I I/S,Hvidkildevej 14 - 9610 Nørager,9610,Nørager,Interessentskab,351100 Produktion af elektricitet,,,Ja
26878616,2002-10-01,2022-06-30,Tagmarken Møllelaug 4 I/S,Hillerslevvej 26 - Hillerslev - 7700 Thisted,7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,,Nej
27187862,2014-01-01,2017-03-31,SP WIND I/S,Egå Havvej 21 - 8250 Egå,8250,Egå,Interessentskab,351100 Produktion af elektricitet,,,Ja
26766141,2002-08-01,2016-04-11,Windtarp I/S,Vittarpvej 47 - 6855 Outrup,6855,Outrup,Interessentskab,351100 Produktion af elektricitet,,,Nej
19290107,1996-01-01,2015-09-23,BROKILDE VINDPARK I/S,"C/O Susanne Wibholm, C/O Susanne Wibholm - Bøvlingvej 40A - Bøvling - 7650 Bøvlingbjerg",7650,Bøvlingbjerg,Interessentskab,351100 Produktion af elektricitet,,,Nej
34316309,2012-10-29,2018-06-30,Ørskov Vind I/S,Grøndal 13 - 6900 Skjern,6900,Skjern,Interessentskab,351100 Produktion af elektricitet,,,Ja
32852262,2010-01-18,2020-12-31,Lerbækgård Vindkraft I/S,Brendgårdvej 19 - 7760 Hurup Thy,7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,,,Nej
26918278,2002-04-01,2020-12-31,Vinderup ny vindmøllelaug I/S,"C/O Streffen Buskov, C/O Streffen Buskov - Hasselholtvej 19 - 7830 Vinderup",7830,Vinderup,Interessentskab,351100 Produktion af elektricitet,,,Ja
35269320,2013-11-01,2021-06-30,Tri-Energi I/S,Miravej 10 - 7100 Vejle,7100,Vejle,Interessentskab,351100 Produktion af elektricitet,,,Ja
32251994,2009-08-27,2014-03-31,I/S Kysemøllen,"C/O Eigil Arne Pedersen, C/O Eigil Arne Pedersen - Kyse Markvej 12 - 4700 Næstved",4700,Næstved,Interessentskab,351100 Produktion af elektricitet,,,Nej
21122645,1998-08-01,2016-03-22,FLEMLØSE MØLLELAUG I/S,"C/O Peter Lindegaard Petersen, C/O Peter Lindegaard Petersen - Langgade 55 - Flemløse - 5620 Glamsbjerg",5620,Glamsbjerg,Interessentskab,351100 Produktion af elektricitet,,,Nej
25193334,2000-01-01,2008-12-31,Tørrild Herreds Vindmøllelaug I/S,"C/O Kasserer Jan Rosenberg, C/O Kasserer Jan Rosenberg - Sødover Tværvej 1A - 7182 Bredsten",7182,Bredsten,Interessentskab,351100 Produktion af elektricitet,,,Nej
33681976,2011-06-17,2011-06-30,Mølle nr 3 I/S,"C/O Kirsten og Kurt Larsen, C/O Kirsten og Kurt Larsen - Sdr Jernløsevej 18 - 4420 Regstrup",4420,Regstrup,Interessentskab,351100 Produktion af elektricitet,,,Nej
21799181,1999-07-12,2021-12-31,KIRSTEN OG KURT LARSEN,Sdr Jernløsevej 18 - 4420 Regstrup,4420,Regstrup,Interessentskab,351100 Produktion af elektricitet,,,Nej
17335472,1993-10-14,2020-04-30,FJORDHOLME MØLLELAUG I/S,"C/O Leif Pinholt, C/O Leif Pinholt - Vestervej 28 - 7760 Hurup Thy",7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,,,Ja
66765652,1987-10-01,2015-12-31,THORSMINDE VINDMØLLELAUG,"C/O Alex Lauritsen, C/O Alex Lauritsen - Hybenvej 7 - Thorsminde - 6990 Ulfborg",6990,Ulfborg,Interessentskab,351100 Produktion af elektricitet,,,Nej
25109767,2000-02-01,2017-05-31,Kongsted Møllelaug I/S,Jens Thuesens Vej 20 - Taulov - 7000 Fredericia,7000,Fredericia,Interessentskab,351100 Produktion af elektricitet,,,Nej
15152877,1991-04-01,2010-12-31,FELSTEDMARK VINDMØLLELAUG I/S,"C/O Birgitte Lassen, C/O Birgitte Lassen - Lundsbjerg Møllevej 40 - Akselbjerg - 6200 Aabenraa",6200,Aabenraa,Interessentskab,351100 Produktion af elektricitet,,,Nej
31454492,2008-01-01,2010-09-15,Boxberg 1 I/S,"C/O Ejendomsselskabet K Aa Steffensen A/S, C/O Ejendomsselskabet K Aa Steffensen A/S - Poppelvej 6 - 7700 Thisted",7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,,Nej
32174868,2009-05-01,2016-09-29,Nees Vindenergi I/S,Industrivej 53 - 7620 Lemvig,7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,,Nej
21113204,1998-08-24,2019-05-27,RENDBÆK VINDMØLLELAUG I/S,"C/O Niels Mejlholm, C/O Niels Mejlholm - Bakkegårdsvej 46A - 9000 Aalborg",9000,Aalborg,Interessentskab,351100 Produktion af elektricitet,,,Ja
33655762,2011-06-01,2022-01-01,JJ-Vind I/S,"C/O Jan Mikkelsen, C/O Jan Mikkelsen - Kirkegårdsvej 10 - 9500 Hobro",9500,Hobro,Interessentskab,351100 Produktion af elektricitet,,,Ja
26808375,2002-09-22,2022-06-30,Skjoldborg Møllen I/S,"C/O Anny Pedersen, C/O Anny Pedersen - Åsvej 14 - Ås - 7700 Thisted",7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,,Ja
30956141,2007-12-07,2023-10-26,Watzerath I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,,,Ja
35619178,2012-10-01,2017-06-30,Bendixen VE I/S,Gribskovvænget 56 - 3400 Hillerød,3400,Hillerød,Interessentskab,351100 Produktion af elektricitet,,,Ja
20530537,1997-12-19,2012-12-31,LERHØJGÅRD VINDMØLLELAUG I/S V/SØREN DAMKJÆR SØRENSEN,Kjærgårdsvej 3 - Hunderup - 6740 Bramming,6740,Bramming,Interessentskab,351100 Produktion af elektricitet,,,Nej
17880977,1994-07-01,2018-06-30,BALLUM ENGES GRANDE & ELFORSYNING,"C/O Jens Nissen, C/O Jens Nissen - Østerende 4 - Ballum - 6261 Bredebro",6261,Bredebro,Interessentskab,351100 Produktion af elektricitet,,,Nej
25100719,2000-01-01,2017-11-23,Rugsted Møllelaug I/S,"C/O Karen Ohlsen, C/O Karen Ohlsen - Granbakken 19 - 7000 Fredericia",7000,Fredericia,Interessentskab,351100 Produktion af elektricitet,,,Nej
32922090,2010-04-01,2015-12-31,Lars Hedegaard og Heidi Jensen I/S,Grønbækparken 13 - 7490 Aulum,7490,Aulum,Interessentskab,351100 Produktion af elektricitet,,,Nej
32573495,2009-11-01,2023-12-31,Bovnum Mølle I/S,"C/O Benny Lynge Nielsen, C/O Benny Lynge Nielsen - Bragenholtvej 33 - 9310 Vodskov",9310,Vodskov,Interessentskab,351100 Produktion af elektricitet,,,Nej
13674191,1989-11-06,2010-12-31,HAUBRO MØLLELAUG I/S THORSHOLM II,Torsholmvej 10 - Thorsgårde - 9600 Aars,9600,Aars,Interessentskab,351100 Produktion af elektricitet,,,Nej
25450957,2000-06-01,2011-05-31,Estrup Gårde II Møllelaug I/S,"C/O Karsten Jensen, C/O Karsten Jensen - Andivej 34 - Andi - 8544 Mørke",8544,Mørke,Interessentskab,351100 Produktion af elektricitet,,,Nej
19408183,1996-06-01,2012-06-30,N.C.J. I/S V/NIELS PETERSEN OG JACOB PETERSEN,Langgade 40 A - 4262 Sandved,4262,Sandved,Interessentskab,351100 Produktion af elektricitet,,,Nej
36673680,2015-01-01,2016-08-11,Hevring Ådal Vindkraft I/S,"C/O Revisionsfirmaet Ole Vestergaard, C/O Revisionsfirmaet Ole Vestergaard - Bakkevænget 16 - 8990 Fårup",8990,Fårup,Interessentskab,351100 Produktion af elektricitet,,,Ja
13734046,1989-10-01,2016-09-30,I/S SDR ONSILD MØLLELAUG STENSBAK,"C/O Valdemar Søndergaard, C/O Valdemar Søndergaard - Østergade 12 - 4700 Næstved",4700,Næstved,Interessentskab,351100 Produktion af elektricitet,,,Ja
34109230,2012-01-01,2021-12-21,Kalundborg Vindkraft I/S,"C/O Momentum Gruppen A/S, C/O Momentum Gruppen A/S - Københavnsvej 81 - 4000 Roskilde",4000,Roskilde,Interessentskab,351100 Produktion af elektricitet,,,Ja
35561080,2014-03-01,2016-01-31,Sønder Bæk Vind I/S,"C/O Karen Bæk Christiansen, C/O Karen Bæk Christiansen - Lilkjærvej 6 - 6950 Ringkøbing",6950,Ringkøbing,Interessentskab,351100 Produktion af elektricitet,,,Ja
33855567,2011-09-14,2011-09-14,Sædding Hede Vindenergi I/S,Sæddinghedevej 2 - 6900 Skjern,6900,Skjern,Interessentskab,351100 Produktion af elektricitet,,,Nej
21770248,1999-07-01,2008-08-31,AGGERSBORG VINDMØLLELAUG ERHVERV I/S,"C/O Sparekassen Midtfjord, C/O Sparekassen Midtfjord - Østerbrogade 26 - 9670 Løgstør",9670,Løgstør,Interessentskab,351100 Produktion af elektricitet,,,Nej
26372437,2001-12-01,2019-06-30,Filskov Møllelaug I/S/Anders Schjødt/Søren Nielsen,Råkjærvej 1 - Hellerød - 7790 Thyholm,7790,Thyholm,Interessentskab,351100 Produktion af elektricitet,,,Ja
21898236,1999-09-01,2015-06-30,KELDBYMAGLE VINDMØLLELAUG I/S,"C/O Karsten W Hansen, C/O Karsten W Hansen - Bagsværd Hovedgade 83A - 1. th - 2880 Bagsværd",2880,Bagsværd,Interessentskab,351100 Produktion af elektricitet,,,Nej
31119030,2007-12-12,2023-10-26,Watzerath 10 I/S,Mariagervej 58B - 9500 Hobro,9500,Hobro,Interessentskab,351100 Produktion af elektricitet,,,Ja
14589481,1990-11-01,2017-05-26,HVIDBJERG MØLLELAUG I/S,"C/O HANS OLE PEDERSEN, C/O HANS OLE PEDERSEN - Engkarsevej 2 - Faarup - 7900 Nykøbing M",7900,Nykøbing M,Interessentskab,351100 Produktion af elektricitet,,,Nej
36836105,2015-08-17,2015-09-16,Volstrup Vindkraft I/S,"C/O Wind Estate A/S, C/O Wind Estate A/S - Læsøvej 1 - 8940 Randers SV",8940,Randers SV,Interessentskab,351100 Produktion af elektricitet,,,Ja
21468347,1999-01-20,2017-07-07,BREDMOSE VINDMØLLELAUG V/KARL LARSEN MFL.,Søndermarksvej 26 - Kvissel - 9900 Frederikshavn,9900,Frederikshavn,Interessentskab,351100 Produktion af elektricitet,,,Nej
19503143,1996-10-01,2019-03-07,Gestengnes Kabellaug I/S,"C/O Laurids Erik Andersen, C/O Laurids Erik Andersen - Mejlbyvej 6 - Stauning - 6900 Skjern",6900,Skjern,Interessentskab,351100 Produktion af elektricitet,,,Nej
30418646,2007-04-30,2009-12-31,Ærø Vind 3 I/S,Vestergade 36 - 5970 Ærøskøbing,5970,Ærøskøbing,Interessentskab,351100 Produktion af elektricitet,,,Nej
26924499,2002-11-22,2017-12-30,JOPO Møllelaug I/S,Maribovej 2 - 7400 Herning,7400,Herning,Interessentskab,351100 Produktion af elektricitet,20145335,kim@lksf.dk,Ja
31682681,2008-01-01,2017-12-30,Krevese 12 I/S,Maribovej 2 - 7400 Herning,7400,Herning,Interessentskab,351100 Produktion af elektricitet,20145335,kim@lksf.dk,Ja
42397040,2021-05-19,2024-01-15,Holmen Solar Køberetsselskab I/S,Gyngemose Parkvej 50 - 2860 Søborg,2860,Søborg,Interessentskab,351100 Produktion af elektricitet,,,Ja
26821878,2002-10-01,2021-12-31,Tagmarkens Møllelaug I/S,"C/O Niels Chr Nielsen, C/O Niels Chr Nielsen - Fårtoftvej 228 - 7700 Thisted",7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,,Nej
18661101,1995-01-01,2020-04-15,LYNETTENS VINDKRAFT I/S,"C/O Hans Chr. Sørensen, C/O Hans Chr. Sørensen - Buresø 4 - 3550 Slangerup",3550,Slangerup,Interessentskab,351100 Produktion af elektricitet,,,Nej
26861209,2002-08-06,2017-12-31,Tronebjerg Vindmøllelaug I/S,"C/O Ib Christiansen, C/O Ib Christiansen - Brydes Alle 2 - 5610 Assens",5610,Assens,Interessentskab,351100 Produktion af elektricitet,,,Nej
26511763,2001-12-25,2017-12-31,Felding Mose II Møllelaug v/Birgit Arentoft,"C/O Niels Jørgen Frank, C/O Niels Jørgen Frank - Ordrup Have 17 - 2920 Charlottenlund",2920,Charlottenlund,Interessentskab,351100 Produktion af elektricitet,,,Nej
25583728,2000-08-21,2011-09-30,I/S Sillekær III v/Kurt G Jørgensen m fl,Bag Volden 7 - Vidstrup - 9800 Hjørring,9800,Hjørring,Interessentskab,351100 Produktion af elektricitet,,,Nej
26429501,2002-01-01,2021-06-13,Bornholms Vindmøllelaug I/S,Bredgade 13 - 3730 Nexø,3730,Nexø,Interessentskab,351100 Produktion af elektricitet,,,Nej
25475828,2000-07-01,2018-12-31,Grænselandet Møllelaug I/S,"C/O Henry Tygesen, C/O Henry Tygesen - Bajstrup Bygade 70 - 6360 Tinglev",6360,Tinglev,Interessentskab,351100 Produktion af elektricitet,,,Nej
21216585,1998-07-01,2019-04-09,ØSTER HASSING KÆR II MØLLELAUG I/S,"C/O Christian Aunsborg, C/O Christian Aunsborg - Geråvej 71 - 9330 Dronninglund",9330,Dronninglund,Interessentskab,351100 Produktion af elektricitet,,,Ja
20326476,1997-08-05,2009-04-30,MESINGE VINDMØLLELAUG I/S,"C/O Finn Hansen, C/O Finn Hansen - Dragebakken 230 - Sanderum - 5250 Odense SV",5250,Odense SV,Interessentskab,351100 Produktion af elektricitet,,,Nej
21971839,1999-09-17,2012-06-30,BARLØSE VINDMØLLE LAUG I/S,"C/O Henning Weber Nielsen, C/O Henning Weber Nielsen - Johan Rantzaus Vej 3 - Kirke Søby - 5631 Ebberup",5631,Ebberup,Interessentskab,351100 Produktion af elektricitet,,,Nej
14051406,1990-01-01,2019-12-31,Rudbjerg Vindmøllelaug I/S under likvidation,"C/O Tom Larsen, C/O Tom Larsen - Rosmarksvej 1 - 4900 Nakskov",4900,Nakskov,Interessentskab,351100 Produktion af elektricitet,,,Nej
25968867,2001-01-01,2009-09-30,I/S Bækmark II Vindmøllelaug,Ny Vestergade 74 - Vejle - 5672 Broby,5672,Broby,Interessentskab,351100 Produktion af elektricitet,,,Nej
20201398,1997-07-01,2017-11-30,STAUNING MØLLELAUG I/S,Parkvej 8 - 6950 Ringkøbing,6950,Ringkøbing,Interessentskab,351100 Produktion af elektricitet,,,Nej
15676337,1991-12-16,2018-05-03,Sletkærgaard Vindmøllelaug I/S,"C/O Leif Pinholt, C/O Leif Pinholt - Oddesundvej 183 - 7755 Bedsted Thy",7755,Bedsted Thy,Interessentskab,351100 Produktion af elektricitet,,,Nej
20197439,1997-08-07,2016-07-14,ULLERUP MØLLEPARK I/S,"C/O Hans Kristensen, C/O Hans Kristensen - Drejerbanken 15 - Skalbjerg - 5492 Vissenbjerg",5492,Vissenbjerg,Interessentskab,351100 Produktion af elektricitet,,,Nej
21770280,1999-06-01,2022-03-31,AGGERSBORG VINDMØLLELAUG I/S,"C/O Lilli Larsen, C/O Lilli Larsen - Munksjørupvej 98 - Munksjørup - 9670 Løgstør",9670,Løgstør,Interessentskab,351100 Produktion af elektricitet,,,Nej
37965685,2017-01-02,2021-12-31,RAT Vindenergi I/S,Oddenvej 159 - Østervang - 4583 Sjællands Odde,4583,Sjællands Odde,Interessentskab,351100 Produktion af elektricitet,,,Ja
35575855,2012-12-01,2018-12-31,I/S Solcelleanlægget v/Lisa og Jens Peter,"C/O Lias G. Starp og Jens Peter Abild, C/O Lias G. Starp og Jens Peter Abild - Krovej 2 - 4760 Vordingborg",4760,Vordingborg,Interessentskab,351100 Produktion af elektricitet,,,Ja
35427201,2013-02-07,2015-03-20,Sol-Bjørnøvænget 44 I/S,Bjørnøvænget 44 - 5500 Middelfart,5500,Middelfart,Interessentskab,351100 Produktion af elektricitet,41587800,vq@mail-mg.dk,Nej
20422173,1997-10-07,2008-12-31,VESTRUP NORD VINDMØLLELAUG,"C/O Jørgen Gammelby, C/O Jørgen Gammelby - Nyvangsvej 30C - st. tv - 8900 Randers C",8900,Randers C,Interessentskab,351100 Produktion af elektricitet,,,Nej
16862991,1993-01-01,2008-12-31,NORDBORG KRAFTVARMEVÆRK I/S,Rådhustorvet 10 - 6400 Sønderborg,6400,Sønderborg,Interessentskab,351100 Produktion af elektricitet,,,Nej
19699587,1996-12-01,2014-06-29,HOVMAND OG NIELSEN I/S V/FINN NIELSEN OG IRENE HOVMAND,Kapellanstræde 2 - 4930 Maribo,4930,Maribo,Interessentskab,351100 Produktion af elektricitet,,,Nej
28212305,2005-01-01,2016-12-30,"MyWind I/S v/A Myrup Hansen, J Myrup Hansen og Sine Myrup Hansen","C/O Anne Myrup, C/O Anne Myrup - Kong Svends Vej 3 - 9600 Aars",9600,Aars,Interessentskab,351100 Produktion af elektricitet,,,Nej
20144181,1997-07-01,2015-09-28,LINDBJERG VINDMØLLELAUG I/S,"C/O Kasserer Børge Andersen, C/O Kasserer Børge Andersen - Hjortholmvej 9 - 8930 Randers NØ",8930,Randers NØ,Interessentskab,351100 Produktion af elektricitet,,,Nej
18872137,1995-09-09,2008-06-30,KRÅRUP MØLLELAUG I/S,"C/O Jan Buch, C/O Jan Buch - Juniorsgade 1 - 4990 Sakskøbing",4990,Sakskøbing,Interessentskab,351100 Produktion af elektricitet,,,Nej
32180833,2008-01-01,2014-05-22,J Andersen & L Sørensen I/S,Eghovedvej 14 - 8340 Malling,8340,Malling,Interessentskab,351100 Produktion af elektricitet,,,Nej
14695400,1990-11-01,2011-12-31,HELLIGSØ MØLLELAUG I/S,"C/O Jørgen B Lyngs, C/O Jørgen B Lyngs - Kobberøvej 7 - 7760 Hurup Thy",7760,Hurup Thy,Interessentskab,351100 Produktion af elektricitet,,,Nej
21164437,1998-10-01,2014-06-30,NOMMEN OG LORENZ BOYSEN,Harres 59 - 6261 Bredebro,6261,Bredebro,Interessentskab,351100 Produktion af elektricitet,,,Nej
17792784,1993-04-20,2013-12-30,GÅRSLEV VINDMØLLELAUG I/S,"C/O Per Fjordside, C/O Per Fjordside - Lundbjergvej 108 - Lundbjerg - 7080 Børkop",7080,Børkop,Interessentskab,351100 Produktion af elektricitet,,,Nej
33904673,2011-10-01,2013-06-30,Holmernes solenergiproduktion I/S,Kærdalen 9 - 3660 Stenløse,3660,Stenløse,Interessentskab,351100 Produktion af elektricitet,,,Ja
31233399,2008-07-01,2009-06-30,Qling I/S,"C/O Jens Christian Jensen, C/O Jens Christian Jensen - Himmerigshøj 6 - 3200 Helsinge",3200,Helsinge,Interessentskab,351100 Produktion af elektricitet,,,Nej
33279310,2011-01-01,2013-12-31,Qling I/S,"C/O Jens Christian Jensen, C/O Jens Christian Jensen - Himmerigshøj 6 - 3200 Helsinge",3200,Helsinge,Interessentskab,351100 Produktion af elektricitet,,,Nej
17946196,1994-06-20,2015-05-06,VEJLØ VINDKRAFT I/S,"C/O Administrator Lars Helge Petersen, C/O Administrator Lars Helge Petersen - Bleghaven 7 - 4040 Jyllinge",4040,Jyllinge,Interessentskab,351100 Produktion af elektricitet,,,Nej
26475554,1986-12-01,2016-08-31,VINDMØLLEEJERE STEEN DAM/CONNIE HANSEN,Vester Bardevej 5 - Barde - 6920 Videbæk,6920,Videbæk,Interessentskab,351100 Produktion af elektricitet,,,Nej
31445264,2008-06-15,2008-09-16,Ørsøhuset I/S,"C/O Erik Jensen og Karen Thirup, C/O Erik Jensen og Karen Thirup - Åkjærvej 15 - 9330 Dronninglund",9330,Dronninglund,Interessentskab,351100 Produktion af elektricitet,,,Nej
20168005,1997-07-01,2012-12-31,JENS LUND OG PETER GAD I/S,"C/O Jens Lund, C/O Jens Lund - Gyvelvej 9 - Gånsager - 6780 Skærbæk",6780,Skærbæk,Interessentskab,351100 Produktion af elektricitet,,,Nej
33925565,2010-05-27,2013-12-31,Widex Vindmøllelaug I/S,Nymøllevej 6 - 3540 Lynge,3540,Lynge,Interessentskab,351100 Produktion af elektricitet,,,Nej
25663489,2000-10-01,2009-06-30,Flemløse Møllelaug I/S,Østergaardsvej 5 - 7 - 5683 Haarby,5683,Haarby,Interessentskab,351100 Produktion af elektricitet,,,Nej
35100466,2013-07-01,2016-12-31,Nees Vindmøller I/S,"C/O Svend Erik Nees, C/O Svend Erik Nees - Stadionvej 24 - 7673 Harboøre",7673,Harboøre,Interessentskab,351100 Produktion af elektricitet,,,Ja
20835389,1998-04-30,2012-04-30,I/S GEJSING ERHVERVSMØLLELAUG II,"C/O Asbjørn Kristensen, C/O Asbjørn Kristensen - Gamstvej 5 - Gamst - 6600 Vejen",6600,Vejen,Interessentskab,351100 Produktion af elektricitet,,,Nej
22024892,1999-08-01,2020-12-31,I/S Vestermarken V/Mogens Højrup Bech Og Lars Uggerhøj Beck,Tannisbugtvej 57 - Tversted - 9881 Bindslev,9881,Bindslev,Interessentskab,351100 Produktion af elektricitet,,,Nej
25552059,2000-08-01,2016-06-30,Nim Erhvervsmøllelaug I/S,"C/O Svend Erik Justesen, C/O Svend Erik Justesen - Sandvej 4 - Træden - 8740 Brædstrup",8740,Brædstrup,Interessentskab,351100 Produktion af elektricitet,,,Nej
31562562,2008-04-01,2019-06-30,Vindmølle Normsted 4 I/S,"C/O Jørn Ebbesen, C/O Jørn Ebbesen - Strandelhjørnvej 4 - 6500 Vojens",6500,Vojens,Interessentskab,351100 Produktion af elektricitet,,,Nej
26249147,2001-05-01,2019-12-31,Milbak Møllelaug I og II I/S,"C/O Finn Andersen Consult ApS, C/O Finn Andersen Consult ApS - Strandetvej 39 - 7840 Højslev",7840,Højslev,Interessentskab,351100 Produktion af elektricitet,,,Ja
20081635,1997-05-01,2022-09-30,I/S Enehøj v/Gert Jacobsen & Eva Jacobsen,Møgelvangvej 4 - 7830 Vinderup,7830,Vinderup,Interessentskab,351100 Produktion af elektricitet,,,Ja
43264257,2022-06-01,2022-07-18,McLean Strøm I/S,Ågerupvej 19 - 4300 Holbæk,4300,Holbæk,Interessentskab,351100 Produktion af elektricitet,,,Ja
34840776,2013-01-01,2020-12-31,Høstrup Vindmøllelaug I/S af 2013,"C/O Jens Chr. Brun, C/O Jens Chr. Brun - Vestermøllevej 13 - Fjaltring - 7620 Lemvig",7620,Lemvig,Interessentskab,351100 Produktion af elektricitet,,,Ja
26361869,2001-12-31,2011-12-31,Vindinvest I/S,Gl. Landevej 24 - Toreby - 4891 Toreby L,4891,Toreby L,Interessentskab,351100 Produktion af elektricitet,,,Nej
21887692,1999-06-17,2016-12-31,BÆKKESKOV VINDMØLLELAUG I/S,"C/O DLH, C/O DLH - Agrovej 1 - 4800 Nykøbing F",4800,Nykøbing F,Interessentskab,351100 Produktion af elektricitet,,,Nej
21564508,1999-01-15,2019-04-30,NANNERUP MØLLELAUG I/S,"C/O Kjeld Jensen, C/O Kjeld Jensen - Præstegårdsbakken 37 - Møgelthorum - 7870 Roslev",7870,Roslev,Interessentskab,351100 Produktion af elektricitet,,,Nej
20385790,1997-11-01,2014-03-01,VESTRUP SYD VINDMØLLELAUG I/S,"C/O Thomas Vinter Andersen, C/O Thomas Vinter Andersen - Østergårdstoften 5 - 8530 Hjortshøj",8530,Hjortshøj,Interessentskab,351100 Produktion af elektricitet,,,Nej
14360301,1990-05-15,2017-12-31,STEVNING MØLLELAUG I/S,"C/O Formand Glenn Bernecker, C/O Formand Glenn Bernecker - Gammel Guderup 2 - Guderup - 6430 Nordborg",6430,Nordborg,Interessentskab,351100 Produktion af elektricitet,,,Nej
26388023,2001-12-01,2015-12-31,Nr. Åstrup II Møllelaug I/S v/ Jørgen og Karen Poulsen,Akacievej 6 - 7900 Nykøbing M,7900,Nykøbing M,Interessentskab,351100 Produktion af elektricitet,,,Nej
20264772,1997-09-08,2008-09-30,SEJERØBUGTENS VINDMØLLELAUG I/S,"C/O Finn Falck Madsen, C/O Finn Falck Madsen - Galtebjergvej 14 - 4593 Eskebjerg",4593,Eskebjerg,Interessentskab,351100 Produktion af elektricitet,,,Nej
33984537,2011-11-15,2014-06-30,Hamborg Vindmøllelaug I/S,"C/O Mogens B. Leth, C/O Mogens B. Leth - Magnoliavej 16 - 7700 Thisted",7700,Thisted,Interessentskab,351100 Produktion af elektricitet,,,Nej
25571789,2000-07-01,2015-12-31,Grensten Erhvervsmøllelaug I/S,"C/O Finn Louring, C/O Finn Louring - Borgergade 30 - Sall - 8450 Hammel",8450,Hammel,Interessentskab,351100 Produktion af elektricitet,,,Nej
31240417,2008-02-01,2008-12-31,Alstrup 1 Møllelaug I/S,Holgersgade 1 - 7900 Nykøbing M,7900,Nykøbing M,Interessentskab,351100 Produktion af elektricitet,,,Nej
